Date,Currency,Exchange
2018-02-11,AUD,1.2809
2018-02-11,EUR,0.8148
2018-02-11,GBP,0.7231
2018-02-12,USD,1.0
2018-02-12,CAD,1.258
2018-02-12,AUD,1.2758
2018-02-12,EUR,0.8155
2018-02-12,GBP,0.7225
2018-02-13,USD,1.0
2018-02-13,CAD,1.2604
2018-02-13,AUD,1.2742
2018-02-13,EUR,0.8108
2018-02-13,GBP,0.7211
2018-02-14,USD,1.0
2018-02-14,CAD,1.2575
2018-02-14,AUD,1.272
2018-02-14,EUR,0.8098
2018-02-14,GBP,0.7211
2018-02-15,USD,1.0
2018-02-15,CAD,1.249
2018-02-15,AUD,1.2613
2018-02-15,EUR,0.8004
2018-02-15,GBP,0.7097
2018-02-16,USD,1.0
2018-02-16,CAD,1.2506
2018-02-16,AUD,1.2592
2018-02-16,EUR,0.8023
2018-02-16,GBP,0.7125
2018-02-17,USD,1.0
2018-02-17,CAD,1.2506
2018-02-17,AUD,1.2592
2018-02-17,EUR,0.8023
2018-02-17,GBP,0.7125
2018-02-18,USD,1.0
2018-02-18,CAD,1.2506
2018-02-18,AUD,1.2592
2018-02-18,EUR,0.8023
2018-02-18,GBP,0.7125
2018-02-19,USD,1.0
2018-02-19,CAD,1.2564
2018-02-19,AUD,1.2632
2018-02-19,EUR,0.8058
2018-02-19,GBP,0.7139
2018-02-20,USD,1.0
2018-02-20,CAD,1.2604
2018-02-20,AUD,1.2681
2018-02-20,EUR,0.8104
2018-02-20,GBP,0.7145
2018-02-21,USD,1.0
2018-02-21,CAD,1.2671
2018-02-21,AUD,1.2739
2018-02-21,EUR,0.8122
2018-02-21,GBP,0.7185
2018-02-22,USD,1.0
2018-02-22,CAD,1.2699
2018-02-22,AUD,1.2788
2018-02-22,EUR,0.8146
2018-02-22,GBP,0.7196
2018-02-23,USD,1.0
2018-02-23,CAD,1.2695
2018-02-23,AUD,1.2782
2018-02-23,EUR,0.8131
2018-02-23,GBP,0.715
2018-02-24,USD,1.0
2018-02-24,CAD,1.2695
2018-02-24,AUD,1.2782
2018-02-24,EUR,0.8131
2018-02-24,GBP,0.715
2018-02-25,USD,1.0
2018-02-25,CAD,1.2695
2018-02-25,AUD,1.2782
2018-02-25,EUR,0.8131
2018-02-25,GBP,0.715
2018-02-26,USD,1.0
2018-02-26,CAD,1.2676
2018-02-26,AUD,1.2752
2018-02-26,EUR,0.8117
2018-02-26,GBP,0.7128
2018-02-27,USD,1.0
2018-02-27,CAD,1.272
2018-02-27,AUD,1.2762
2018-02-27,EUR,0.8129
2018-02-27,GBP,0.7186
2018-02-28,USD,1.0
2018-02-28,CAD,1.2779
2018-02-28,AUD,1.2803
2018-02-28,EUR,0.8187
2018-02-28,GBP,0.7239
2018-03-01,USD,1.0
2018-03-01,CAD,1.2862
2018-03-01,AUD,1.2937
2018-03-01,EUR,0.8216
2018-03-01,GBP,0.7273
2018-03-02,USD,1.0
2018-03-02,CAD,1.288
2018-03-02,AUD,1.2902
2018-03-02,EUR,0.8122
2018-03-02,GBP,0.7255
2018-03-03,USD,1.0
2018-03-03,CAD,1.288
2018-03-03,AUD,1.2902
2018-03-03,EUR,0.8122
2018-03-03,GBP,0.7255
2018-03-04,USD,1.0
2018-03-04,CAD,1.288
2018-03-04,AUD,1.2902
2018-03-04,EUR,0.8122
2018-03-04,GBP,0.7255
2018-03-05,USD,1.0
2018-03-05,CAD,1.2931
2018-03-05,AUD,1.2909
2018-03-05,EUR,0.8125
2018-03-05,GBP,0.7237
2018-03-06,USD,1.0
2018-03-06,CAD,1.2886
2018-03-06,AUD,1.2763
2018-03-06,EUR,0.8057
2018-03-06,GBP,0.7184
2018-03-07,USD,1.0
2018-03-07,CAD,1.2931
2018-03-07,AUD,1.2812
2018-03-07,EUR,0.8053
2018-03-07,GBP,0.7209
2018-03-08,USD,1.0
2018-03-08,CAD,1.2917
2018-03-08,AUD,1.2811
2018-03-08,EUR,0.8051
2018-03-08,GBP,0.7203
2018-03-09,USD,1.0
2018-03-09,CAD,1.2894
2018-03-09,AUD,1.2832
2018-03-09,EUR,0.8136
2018-03-09,GBP,0.7232
2018-03-10,USD,1.0
2018-03-10,CAD,1.2894
2018-03-10,AUD,1.2832
2018-03-10,EUR,0.8136
2018-03-10,GBP,0.7232
2018-03-11,USD,1.0
2018-03-11,CAD,1.2894
2018-03-11,AUD,1.2832
2018-03-11,EUR,0.8136
2018-03-11,GBP,0.7232
2018-03-12,USD,1.0
2018-03-12,CAD,1.2829
2018-03-12,AUD,1.2714
2018-03-12,EUR,0.8129
2018-03-12,GBP,0.7201
2018-03-13,USD,1.0
2018-03-13,CAD,1.2837
2018-03-13,AUD,1.267
2018-03-13,EUR,0.8079
2018-03-13,GBP,0.7162
2018-03-14,USD,1.0
2018-03-14,CAD,1.293
2018-03-14,AUD,1.2648
2018-03-14,EUR,0.8085
2018-03-14,GBP,0.7165
2018-03-15,USD,1.0
2018-03-15,CAD,1.2985
2018-03-15,AUD,1.275
2018-03-15,EUR,0.8103
2018-03-15,GBP,0.717
2018-03-16,USD,1.0
2018-03-16,CAD,1.3078
2018-03-16,AUD,1.2893
2018-03-16,EUR,0.8129
2018-03-16,GBP,0.7174
2018-03-17,USD,1.0
2018-03-17,CAD,1.3078
2018-03-17,AUD,1.2893
2018-03-17,EUR,0.8129
2018-03-17,GBP,0.7174
2018-03-18,USD,1.0
2018-03-18,CAD,1.3078
2018-03-18,AUD,1.2893
2018-03-18,EUR,0.8129
2018-03-18,GBP,0.7174
2018-03-19,USD,1.0
2018-03-19,CAD,1.3084
2018-03-19,AUD,1.2994
2018-03-19,EUR,0.8124
2018-03-19,GBP,0.7116
2018-03-20,USD,1.0
2018-03-20,CAD,1.3066
2018-03-20,AUD,1.298
2018-03-20,EUR,0.8146
2018-03-20,GBP,0.7145
2018-03-21,USD,1.0
2018-03-21,CAD,1.298
2018-03-21,AUD,1.3018
2018-03-21,EUR,0.8139
2018-03-21,GBP,0.7114
2018-03-22,USD,1.0
2018-03-22,CAD,1.2901
2018-03-22,AUD,1.297
2018-03-22,EUR,0.812
2018-03-22,GBP,0.708
2018-03-23,USD,1.0
2018-03-23,CAD,1.2853
2018-03-23,AUD,1.2942
2018-03-23,EUR,0.81
2018-03-23,GBP,0.707
2018-03-24,USD,1.0
2018-03-24,CAD,1.2853
2018-03-24,AUD,1.2942
2018-03-24,EUR,0.81
2018-03-24,GBP,0.707
2018-03-25,USD,1.0
2018-03-25,CAD,1.2853
2018-03-25,AUD,1.2942
2018-03-25,EUR,0.81
2018-03-25,GBP,0.707
2018-03-26,USD,1.0
2018-03-26,CAD,1.2889
2018-03-26,AUD,1.293
2018-03-26,EUR,0.8057
2018-03-26,GBP,0.703
2018-03-27,USD,1.0
2018-03-27,CAD,1.2887
2018-03-27,AUD,1.2985
2018-03-27,EUR,0.808
2018-03-27,GBP,0.7106
2018-03-28,USD,1.0
2018-03-28,CAD,1.2884
2018-03-28,AUD,1.3012
2018-03-28,EUR,0.8066
2018-03-28,GBP,0.7066
2018-03-29,USD,1.0
2018-03-29,CAD,1.2901
2018-03-29,AUD,1.3015
2018-03-29,EUR,0.8116
2018-03-29,GBP,0.7101
2018-03-30,USD,1.0
2018-03-30,CAD,1.2901
2018-03-30,AUD,1.3015
2018-03-30,EUR,0.8116
2018-03-30,GBP,0.7101
2018-03-31,USD,1.0
2018-03-31,CAD,1.2901
2018-03-31,AUD,1.3015
2018-03-31,EUR,0.8116
2018-03-31,GBP,0.7101
2018-04-01,USD,1.0
2018-04-01,CAD,1.2901
2018-04-01,AUD,1.3015
2018-04-01,EUR,0.8116
2018-04-01,GBP,0.7101
2018-04-02,USD,1.0
2018-04-02,CAD,1.2901
2018-04-02,AUD,1.3015
2018-04-02,EUR,0.8116
2018-04-02,GBP,0.7101
2018-04-03,USD,1.0
2018-04-03,CAD,1.2852
2018-04-03,AUD,1.2995
2018-04-03,EUR,0.8125
2018-04-03,GBP,0.7111
2018-04-04,USD,1.0
2018-04-04,CAD,1.2835
2018-04-04,AUD,1.3016
2018-04-04,EUR,0.8146
2018-04-04,GBP,0.7134
2018-04-05,USD,1.0
2018-04-05,CAD,1.2772
2018-04-05,AUD,1.3002
2018-04-05,EUR,0.8157
2018-04-05,GBP,0.7128
2018-04-06,USD,1.0
2018-04-06,CAD,1.2792
2018-04-06,AUD,1.3024
2018-04-06,EUR,0.8174
2018-04-06,GBP,0.7135
2018-04-07,USD,1.0
2018-04-07,CAD,1.2792
2018-04-07,AUD,1.3024
2018-04-07,EUR,0.8174
2018-04-07,GBP,0.7135
2018-04-08,USD,1.0
2018-04-08,CAD,1.2792
2018-04-08,AUD,1.3024
2018-04-08,EUR,0.8174
2018-04-08,GBP,0.7135
2018-04-09,USD,1.0
2018-04-09,CAD,1.2781
2018-04-09,AUD,1.3045
2018-04-09,EUR,0.8127
2018-04-09,GBP,0.7078
2018-04-10,USD,1.0
2018-04-10,CAD,1.2657
2018-04-10,AUD,1.2925
2018-04-10,EUR,0.809
2018-04-10,GBP,0.7053
2018-04-11,USD,1.0
2018-04-11,CAD,1.2617
2018-04-11,AUD,1.2904
2018-04-11,EUR,0.8075
2018-04-11,GBP,0.7054
2018-04-12,USD,1.0
2018-04-12,CAD,1.2592
2018-04-12,AUD,1.2897
2018-04-12,EUR,0.8115
2018-04-12,GBP,0.7039
2018-04-13,USD,1.0
2018-04-13,CAD,1.257
2018-04-13,AUD,1.2829
2018-04-13,EUR,0.8119
2018-04-13,GBP,0.7015
2018-04-14,USD,1.0
2018-04-14,CAD,1.257
2018-04-14,AUD,1.2829
2018-04-14,EUR,0.8119
2018-04-14,GBP,0.7015
2018-04-15,USD,1.0
2018-04-15,CAD,1.257
2018-04-15,AUD,1.2829
2018-04-15,EUR,0.8119
2018-04-15,GBP,0.7015
2018-04-16,USD,1.0
2018-04-16,CAD,1.2608
2018-04-16,AUD,1.2876
2018-04-16,EUR,0.8084
2018-04-16,GBP,0.699
2018-04-17,USD,1.0
2018-04-17,CAD,1.2552
2018-04-17,AUD,1.2875
2018-04-17,EUR,0.8093
2018-04-17,GBP,0.6982
2018-04-18,USD,1.0
2018-04-18,CAD,1.257
2018-04-18,AUD,1.2878
2018-04-18,EUR,0.8072
2018-04-18,GBP,0.7031
2018-04-19,USD,1.0
2018-04-19,CAD,1.2604
2018-04-19,AUD,1.2835
2018-04-19,EUR,0.8076
2018-04-19,GBP,0.7024
2018-04-20,USD,1.0
2018-04-20,CAD,1.2639
2018-04-20,AUD,1.2985
2018-04-20,EUR,0.8124
2018-04-20,GBP,0.7117
2018-04-21,USD,1.0
2018-04-21,CAD,1.2639
2018-04-21,AUD,1.2985
2018-04-21,EUR,0.8124
2018-04-21,GBP,0.7117
2018-04-22,USD,1.0
2018-04-22,CAD,1.2639
2018-04-22,AUD,1.2985
2018-04-22,EUR,0.8124
2018-04-22,GBP,0.7117
2018-04-23,USD,1.0
2018-04-23,CAD,1.2787
2018-04-23,AUD,1.3082
2018-04-23,EUR,0.8171
2018-04-23,GBP,0.7161
2018-04-24,USD,1.0
2018-04-24,CAD,1.2824
2018-04-24,AUD,1.3132
2018-04-24,EUR,0.8188
2018-04-24,GBP,0.7162
2018-04-25,USD,1.0
2018-04-25,CAD,1.2888
2018-04-25,AUD,1.3228
2018-04-25,EUR,0.8207
2018-04-25,GBP,0.7171
2018-04-26,USD,1.0
2018-04-26,CAD,1.2835
2018-04-26,AUD,1.3207
2018-04-26,EUR,0.8218
2018-04-26,GBP,0.7158
2018-04-27,USD,1.0
2018-04-27,CAD,1.2882
2018-04-27,AUD,1.3235
2018-04-27,EUR,0.8285
2018-04-27,GBP,0.7266
2018-04-28,USD,1.0
2018-04-28,CAD,1.2882
2018-04-28,AUD,1.3235
2018-04-28,EUR,0.8285
2018-04-28,GBP,0.7266
2018-04-29,USD,1.0
2018-04-29,CAD,1.2882
2018-04-29,AUD,1.3235
2018-04-29,EUR,0.8285
2018-04-29,GBP,0.7266
2018-04-30,USD,1.0
2018-04-30,CAD,1.2867
2018-04-30,AUD,1.3257
2018-04-30,EUR,0.8279
2018-04-30,GBP,0.7282
2018-05-01,USD,1.0
2018-05-01,CAD,1.2867
2018-05-01,AUD,1.3257
2018-05-01,EUR,0.8279
2018-05-01,GBP,0.7282
2018-05-02,USD,1.0
2018-05-02,CAD,1.2827
2018-05-02,AUD,1.3315
2018-05-02,EUR,0.8328
2018-05-02,GBP,0.7332
2018-05-03,USD,1.0
2018-05-03,CAD,1.2845
2018-05-03,AUD,1.3281
2018-05-03,EUR,0.8339
2018-05-03,GBP,0.7353
2018-05-04,USD,1.0
2018-05-04,CAD,1.2875
2018-05-04,AUD,1.3297
2018-05-04,EUR,0.8355
2018-05-04,GBP,0.7372
2018-05-05,USD,1.0
2018-05-05,CAD,1.2875
2018-05-05,AUD,1.3297
2018-05-05,EUR,0.8355
2018-05-05,GBP,0.7372
2018-05-06,USD,1.0
2018-05-06,CAD,1.2875
2018-05-06,AUD,1.3297
2018-05-06,EUR,0.8355
2018-05-06,GBP,0.7372
2018-05-07,USD,1.0
2018-05-07,CAD,1.2887
2018-05-07,AUD,1.3344
2018-05-07,EUR,0.8402
2018-05-07,GBP,0.7395
2018-05-08,USD,1.0
2018-05-08,CAD,1.2972
2018-05-08,AUD,1.342
2018-05-08,EUR,0.8425
2018-05-08,GBP,0.7408
2018-05-09,USD,1.0
2018-05-09,CAD,1.2879
2018-05-09,AUD,1.3404
2018-05-09,EUR,0.8418
2018-05-09,GBP,0.7361
2018-05-10,USD,1.0
2018-05-10,CAD,1.2773
2018-05-10,AUD,1.3357
2018-05-10,EUR,0.8419
2018-05-10,GBP,0.7393
2018-05-11,USD,1.0
2018-05-11,CAD,1.2734
2018-05-11,AUD,1.324
2018-05-11,EUR,0.8379
2018-05-11,GBP,0.7374
2018-05-12,USD,1.0
2018-05-12,CAD,1.2734
2018-05-12,AUD,1.324
2018-05-12,EUR,0.8379
2018-05-12,GBP,0.7374
2018-05-13,USD,1.0
2018-05-13,CAD,1.2734
2018-05-13,AUD,1.324
2018-05-13,EUR,0.8379
2018-05-13,GBP,0.7374
2018-05-14,USD,1.0
2018-05-14,CAD,1.2764
2018-05-14,AUD,1.3231
2018-05-14,EUR,0.8342
2018-05-14,GBP,0.7361
2018-05-15,USD,1.0
2018-05-15,CAD,1.2836
2018-05-15,AUD,1.3344
2018-05-15,EUR,0.8415
2018-05-15,GBP,0.7397
2018-05-16,USD,1.0
2018-05-16,CAD,1.2866
2018-05-16,AUD,1.3358
2018-05-16,EUR,0.8486
2018-05-16,GBP,0.7418
2018-05-17,USD,1.0
2018-05-17,CAD,1.2772
2018-05-17,AUD,1.3283
2018-05-17,EUR,0.8471
2018-05-17,GBP,0.7399
2018-05-18,USD,1.0
2018-05-18,CAD,1.2795
2018-05-18,AUD,1.3304
2018-05-18,EUR,0.8488
2018-05-18,GBP,0.7412
2018-05-19,USD,1.0
2018-05-19,CAD,1.2795
2018-05-19,AUD,1.3304
2018-05-19,EUR,0.8488
2018-05-19,GBP,0.7412
2018-05-20,USD,1.0
2018-05-20,CAD,1.2795
2018-05-20,AUD,1.3304
2018-05-20,EUR,0.8488
2018-05-20,GBP,0.7412
2018-05-21,USD,1.0
2018-05-21,CAD,1.2874
2018-05-21,AUD,1.3283
2018-05-21,EUR,0.8504
2018-05-21,GBP,0.7453
2018-05-22,USD,1.0
2018-05-22,CAD,1.2774
2018-05-22,AUD,1.3179
2018-05-22,EUR,0.8479
2018-05-22,GBP,0.7435
2018-05-23,USD,1.0
2018-05-23,CAD,1.2905
2018-05-23,AUD,1.3276
2018-05-23,EUR,0.8541
2018-05-23,GBP,0.7512
2018-05-24,USD,1.0
2018-05-24,CAD,1.2885
2018-05-24,AUD,1.3232
2018-05-24,EUR,0.8527
2018-05-24,GBP,0.7459
2018-05-25,USD,1.0
2018-05-25,CAD,1.2956
2018-05-25,AUD,1.3211
2018-05-25,EUR,0.8565
2018-05-25,GBP,0.7498
2018-05-26,USD,1.0
2018-05-26,CAD,1.2956
2018-05-26,AUD,1.3211
2018-05-26,EUR,0.8565
2018-05-26,GBP,0.7498
2018-05-27,USD,1.0
2018-05-27,CAD,1.2956
2018-05-27,AUD,1.3211
2018-05-27,EUR,0.8565
2018-05-27,GBP,0.7498
2018-05-28,USD,1.0
2018-05-28,CAD,1.298
2018-05-28,AUD,1.3234
2018-05-28,EUR,0.8588
2018-05-28,GBP,0.7512
2018-05-29,USD,1.0
2018-05-29,CAD,1.3028
2018-05-29,AUD,1.3295
2018-05-29,EUR,0.8652
2018-05-29,GBP,0.754
2018-05-30,USD,1.0
2018-05-30,CAD,1.2975
2018-05-30,AUD,1.3247
2018-05-30,EUR,0.8597
2018-05-30,GBP,0.7522
2018-05-31,USD,1.0
2018-05-31,CAD,1.2854
2018-05-31,AUD,1.3175
2018-05-31,EUR,0.8548
2018-05-31,GBP,0.7495
2018-06-01,USD,1.0
2018-06-01,CAD,1.2976
2018-06-01,AUD,1.3278
2018-06-01,EUR,0.857
2018-06-01,GBP,0.7514
2018-06-02,USD,1.0
2018-06-02,CAD,1.2976
2018-06-02,AUD,1.3278
2018-06-02,EUR,0.857
2018-06-02,GBP,0.7514
2018-06-03,USD,1.0
2018-06-03,CAD,1.2976
2018-06-03,AUD,1.3278
2018-06-03,EUR,0.857
2018-06-03,GBP,0.7514
2018-06-04,USD,1.0
2018-06-04,CAD,1.2906
2018-06-04,AUD,1.3045
2018-06-04,EUR,0.852
2018-06-04,GBP,0.747
2018-06-05,USD,1.0
2018-06-05,CAD,1.2983
2018-06-05,AUD,1.3135
2018-06-05,EUR,0.8565
2018-06-05,GBP,0.7485
2018-06-06,USD,1.0
2018-06-06,CAD,1.2877
2018-06-06,AUD,1.306
2018-06-06,EUR,0.85
2018-06-06,GBP,0.7453
2018-06-07,USD,1.0
2018-06-07,CAD,1.2938
2018-06-07,AUD,1.3059
2018-06-07,EUR,0.8449
2018-06-07,GBP,0.7445
2018-06-08,USD,1.0
2018-06-08,CAD,1.2995
2018-06-08,AUD,1.3184
2018-06-08,EUR,0.8508
2018-06-08,GBP,0.7464
2018-06-09,USD,1.0
2018-06-09,CAD,1.2995
2018-06-09,AUD,1.3184
2018-06-09,EUR,0.8508
2018-06-09,GBP,0.7464
2018-06-10,USD,1.0
2018-06-10,CAD,1.2995
2018-06-10,AUD,1.3184
2018-06-10,EUR,0.8508
2018-06-10,GBP,0.7464
2018-06-11,USD,1.0
2018-06-11,CAD,1.3018
2018-06-11,AUD,1.3148
2018-06-11,EUR,0.8482
2018-06-11,GBP,0.7479
2018-06-12,USD,1.0
2018-06-12,CAD,1.3009
2018-06-12,AUD,1.3154
2018-06-12,EUR,0.8483
2018-06-12,GBP,0.748
2018-06-13,USD,1.0
2018-06-13,CAD,1.3017
2018-06-13,AUD,1.3181
2018-06-13,EUR,0.8501
2018-06-13,GBP,0.7498
2018-06-14,USD,1.0
2018-06-14,CAD,1.2977
2018-06-14,AUD,1.3226
2018-06-14,EUR,0.8525
2018-06-14,GBP,0.7475
2018-06-15,USD,1.0
2018-06-15,CAD,1.3128
2018-06-15,AUD,1.3382
2018-06-15,EUR,0.8624
2018-06-15,GBP,0.753
2018-06-16,USD,1.0
2018-06-16,CAD,1.3128
2018-06-16,AUD,1.3382
2018-06-16,EUR,0.8624
2018-06-16,GBP,0.753
2018-06-17,USD,1.0
2018-06-17,CAD,1.3128
2018-06-17,AUD,1.3382
2018-06-17,EUR,0.8624
2018-06-17,GBP,0.753
2018-06-18,USD,1.0
2018-06-18,CAD,1.3181
2018-06-18,AUD,1.3442
2018-06-18,EUR,0.8611
2018-06-18,GBP,0.7548
2018-06-19,USD,1.0
2018-06-19,CAD,1.3282
2018-06-19,AUD,1.3608
2018-06-19,EUR,0.867
2018-06-19,GBP,0.7603
2018-06-20,USD,1.0
2018-06-20,CAD,1.3299
2018-06-20,AUD,1.355
2018-06-20,EUR,0.8637
2018-06-20,GBP,0.759
2018-06-21,USD,1.0
2018-06-21,CAD,1.3331
2018-06-21,AUD,1.3576
2018-06-21,EUR,0.8667
2018-06-21,GBP,0.7572
2018-06-22,USD,1.0
2018-06-22,CAD,1.3272
2018-06-22,AUD,1.3462
2018-06-22,EUR,0.8585
2018-06-22,GBP,0.7526
2018-06-23,USD,1.0
2018-06-23,CAD,1.3272
2018-06-23,AUD,1.3462
2018-06-23,EUR,0.8585
2018-06-23,GBP,0.7526
2018-06-24,USD,1.0
2018-06-24,CAD,1.3272
2018-06-24,AUD,1.3462
2018-06-24,EUR,0.8585
2018-06-24,GBP,0.7526
2018-06-25,USD,1.0
2018-06-25,CAD,1.3284
2018-06-25,AUD,1.3455
2018-06-25,EUR,0.8547
2018-06-25,GBP,0.7525
2018-06-26,USD,1.0
2018-06-26,CAD,1.3322
2018-06-26,AUD,1.3518
2018-06-26,EUR,0.8568
2018-06-26,GBP,0.7553
2018-06-27,USD,1.0
2018-06-27,CAD,1.3295
2018-06-27,AUD,1.3537
2018-06-27,EUR,0.8609
2018-06-27,GBP,0.7591
2018-06-28,USD,1.0
2018-06-28,CAD,1.3294
2018-06-28,AUD,1.3622
2018-06-28,EUR,0.8633
2018-06-28,GBP,0.7642
2018-06-29,USD,1.0
2018-06-29,CAD,1.3246
2018-06-29,AUD,1.3542
2018-06-29,EUR,0.8578
2018-06-29,GBP,0.76
2018-06-30,USD,1.0
2018-06-30,CAD,1.3246
2018-06-30,AUD,1.3542
2018-06-30,EUR,0.8578
2018-06-30,GBP,0.76
2018-07-01,USD,1.0
2018-07-01,CAD,1.3246
2018-07-01,AUD,1.3542
2018-07-01,EUR,0.8578
2018-07-01,GBP,0.76
2018-07-02,USD,1.0
2018-07-02,CAD,1.3182
2018-07-02,AUD,1.3597
2018-07-02,EUR,0.8592
2018-07-02,GBP,0.7617
2018-07-03,USD,1.0
2018-07-03,CAD,1.3154
2018-07-03,AUD,1.3511
2018-07-03,EUR,0.8573
2018-07-03,GBP,0.7574
2018-07-04,USD,1.0
2018-07-04,CAD,1.3147
2018-07-04,AUD,1.354
2018-07-04,EUR,0.859
2018-07-04,GBP,0.7568
2018-07-05,USD,1.0
2018-07-05,CAD,1.313
2018-07-05,AUD,1.3512
2018-07-05,EUR,0.854
2018-07-05,GBP,0.7542
2018-07-06,USD,1.0
2018-07-06,CAD,1.3133
2018-07-06,AUD,1.3484
2018-07-06,EUR,0.853
2018-07-06,GBP,0.7557
2018-07-07,USD,1.0
2018-07-07,CAD,1.3133
2018-07-07,AUD,1.3484
2018-07-07,EUR,0.853
2018-07-07,GBP,0.7557
2018-07-08,USD,1.0
2018-07-08,CAD,1.3133
2018-07-08,AUD,1.3484
2018-07-08,EUR,0.853
2018-07-08,GBP,0.7557
2018-07-09,USD,1.0
2018-07-09,CAD,1.3076
2018-07-09,AUD,1.3364
2018-07-09,EUR,0.8482
2018-07-09,GBP,0.7494
2018-07-10,USD,1.0
2018-07-10,CAD,1.3132
2018-07-10,AUD,1.3437
2018-07-10,EUR,0.8538
2018-07-10,GBP,0.7542
2018-07-11,USD,1.0
2018-07-11,CAD,1.3141
2018-07-11,AUD,1.3523
2018-07-11,EUR,0.8522
2018-07-11,GBP,0.754
2018-07-12,USD,1.0
2018-07-12,CAD,1.3183
2018-07-12,AUD,1.3534
2018-07-12,EUR,0.8578
2018-07-12,GBP,0.7571
2018-07-13,USD,1.0
2018-07-13,CAD,1.3191
2018-07-13,AUD,1.3539
2018-07-13,EUR,0.8589
2018-07-13,GBP,0.76
2018-07-14,USD,1.0
2018-07-14,CAD,1.3191
2018-07-14,AUD,1.3539
2018-07-14,EUR,0.8589
2018-07-14,GBP,0.76
2018-07-15,USD,1.0
2018-07-15,CAD,1.3191
2018-07-15,AUD,1.3539
2018-07-15,EUR,0.8589
2018-07-15,GBP,0.76
2018-07-16,USD,1.0
2018-07-16,CAD,1.3139
2018-07-16,AUD,1.3458
2018-07-16,EUR,0.8532
2018-07-16,GBP,0.7532
2018-07-17,USD,1.0
2018-07-17,CAD,1.3157
2018-07-17,AUD,1.3505
2018-07-17,EUR,0.8542
2018-07-17,GBP,0.7579
2018-07-18,USD,1.0
2018-07-18,CAD,1.3254
2018-07-18,AUD,1.3603
2018-07-18,EUR,0.8613
2018-07-18,GBP,0.7675
2018-07-19,USD,1.0
2018-07-19,CAD,1.3247
2018-07-19,AUD,1.3638
2018-07-19,EUR,0.863
2018-07-19,GBP,0.7706
2018-07-20,USD,1.0
2018-07-20,CAD,1.3233
2018-07-20,AUD,1.3554
2018-07-20,EUR,0.8569
2018-07-20,GBP,0.7665
2018-07-21,USD,1.0
2018-07-21,CAD,1.3233
2018-07-21,AUD,1.3554
2018-07-21,EUR,0.8569
2018-07-21,GBP,0.7665
2018-07-22,USD,1.0
2018-07-22,CAD,1.3233
2018-07-22,AUD,1.3554
2018-07-22,EUR,0.8569
2018-07-22,GBP,0.7665
2018-07-23,USD,1.0
2018-07-23,CAD,1.3133
2018-07-23,AUD,1.3504
2018-07-23,EUR,0.8535
2018-07-23,GBP,0.7611
2018-07-24,USD,1.0
2018-07-24,CAD,1.315
2018-07-24,AUD,1.3495
2018-07-24,EUR,0.8543
2018-07-24,GBP,0.7618
2018-07-25,USD,1.0
2018-07-25,CAD,1.3123
2018-07-25,AUD,1.3487
2018-07-25,EUR,0.8554
2018-07-25,GBP,0.7601
2018-07-26,USD,1.0
2018-07-26,CAD,1.3048
2018-07-26,AUD,1.3479
2018-07-26,EUR,0.8535
2018-07-26,GBP,0.7584
2018-07-27,USD,1.0
2018-07-27,CAD,1.3069
2018-07-27,AUD,1.3561
2018-07-27,EUR,0.8602
2018-07-27,GBP,0.7641
2018-07-28,USD,1.0
2018-07-28,CAD,1.3069
2018-07-28,AUD,1.3561
2018-07-28,EUR,0.8602
2018-07-28,GBP,0.7641
2018-07-29,USD,1.0
2018-07-29,CAD,1.3069
2018-07-29,AUD,1.3561
2018-07-29,EUR,0.8602
2018-07-29,GBP,0.7641
2018-07-30,USD,1.0
2018-07-30,CAD,1.3048
2018-07-30,AUD,1.3518
2018-07-30,EUR,0.8559
2018-07-30,GBP,0.7623
2018-07-31,USD,1.0
2018-07-31,CAD,1.3035
2018-07-31,AUD,1.3466
2018-07-31,EUR,0.8521
2018-07-31,GBP,0.7602
2018-08-01,USD,1.0
2018-08-01,CAD,1.3022
2018-08-01,AUD,1.3481
2018-08-01,EUR,0.855
2018-08-01,GBP,0.7613
2018-08-02,USD,1.0
2018-08-02,CAD,1.3036
2018-08-02,AUD,1.3584
2018-08-02,EUR,0.8608
2018-08-02,GBP,0.7674
2018-08-03,USD,1.0
2018-08-03,CAD,1.3018
2018-08-03,AUD,1.3539
2018-08-03,EUR,0.863
2018-08-03,GBP,0.7685
2018-08-04,USD,1.0
2018-08-04,CAD,1.3018
2018-08-04,AUD,1.3539
2018-08-04,EUR,0.863
2018-08-04,GBP,0.7685
2018-08-05,USD,1.0
2018-08-05,CAD,1.3018
2018-08-05,AUD,1.3539
2018-08-05,EUR,0.863
2018-08-05,GBP,0.7685
2018-08-06,USD,1.0
2018-08-06,CAD,1.3023
2018-08-06,AUD,1.354
2018-08-06,EUR,0.8663
2018-08-06,GBP,0.7735
2018-08-07,USD,1.0
2018-08-07,CAD,1.2969
2018-08-07,AUD,1.3445
2018-08-07,EUR,0.8619
2018-08-07,GBP,0.7713
2018-08-08,USD,1.0
2018-08-08,CAD,1.308
2018-08-08,AUD,1.3502
2018-08-08,EUR,0.8629
2018-08-08,GBP,0.7773
2018-08-09,USD,1.0
2018-08-09,CAD,1.3035
2018-08-09,AUD,1.3479
2018-08-09,EUR,0.8626
2018-08-09,GBP,0.7758
2018-08-10,USD,1.0
2018-08-10,CAD,1.3095
2018-08-10,AUD,1.3683
