Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1445040,1,12/15/2018,12/18/2018,487107,0,1658,2,EUR
1445040,2,12/15/2018,12/18/2018,487107,0,423,1,EUR
1445040,3,12/15/2018,12/18/2018,487107,0,2248,1,EUR
1445040,4,12/15/2018,12/18/2018,487107,0,250,1,EUR
1445040,5,12/15/2018,12/18/2018,487107,0,1446,1,EUR
1445040,6,12/15/2018,12/18/2018,487107,0,20,7,EUR
1445042,1,12/15/2018,12/17/2018,1260588,0,1184,2,USD
1445042,2,12/15/2018,12/17/2018,1260588,0,1674,7,USD
1445042,3,12/15/2018,12/17/2018,1260588,0,1408,2,USD
1445042,4,12/15/2018,12/17/2018,1260588,0,2116,2,USD
1445042,5,12/15/2018,12/17/2018,1260588,0,1571,2,USD
1445042,6,12/15/2018,12/17/2018,1260588,0,1658,2,USD
1445042,7,12/15/2018,12/17/2018,1260588,0,347,1,USD
1446001,1,12/16/2018,12/19/2018,1395823,0,720,5,USD
1447008,1,12/17/2018,12/18/2018,75555,0,1052,5,AUD
1447008,2,12/17/2018,12/18/2018,75555,0,1655,3,AUD
1447008,3,12/17/2018,12/18/2018,75555,0,713,2,AUD
1447008,4,12/17/2018,12/18/2018,75555,0,1786,8,AUD
1447008,5,12/17/2018,12/18/2018,75555,0,1690,9,AUD
1447008,6,12/17/2018,12/18/2018,75555,0,1556,6,AUD
1447008,7,12/17/2018,12/18/2018,75555,0,65,3,AUD
1447011,1,12/17/2018,12/19/2018,2080138,0,74,4,USD
1447011,2,12/17/2018,12/19/2018,2080138,0,143,8,USD
1447011,3,12/17/2018,12/19/2018,2080138,0,2511,6,USD
1447014,1,12/17/2018,12/24/2018,1375201,0,1584,3,USD
1447014,2,12/17/2018,12/24/2018,1375201,0,1481,5,USD
1447016,1,12/17/2018,12/21/2018,1632062,0,1665,1,USD
1447017,1,12/17/2018,12/19/2018,1344432,0,1736,7,USD
1447024,1,12/17/2018,12/19/2018,2002810,0,1658,1,USD
1447031,1,12/17/2018,12/19/2018,577143,0,1356,1,EUR
1447031,2,12/17/2018,12/19/2018,577143,0,57,1,EUR
1447032,1,12/17/2018,12/20/2018,965207,0,987,1,GBP
1448011,1,12/18/2018,12/22/2018,1655733,0,721,3,USD
1448016,1,12/18/2018,12/19/2018,1134255,0,89,3,GBP
1448026,1,12/18/2018,12/21/2018,715406,0,737,2,EUR
1448030,1,12/18/2018,12/22/2018,703212,0,1542,2,EUR
1448030,2,12/18/2018,12/22/2018,703212,0,431,1,EUR
1448030,3,12/18/2018,12/22/2018,703212,0,1701,5,EUR
1448030,4,12/18/2018,12/22/2018,703212,0,1984,8,EUR
1448032,1,12/18/2018,12/21/2018,1548927,0,1661,2,USD
1448032,2,12/18/2018,12/21/2018,1548927,0,1523,3,USD
1448035,1,12/18/2018,12/24/2018,1977971,0,1707,2,USD
1449001,1,12/19/2018,12/24/2018,1586604,0,93,5,USD
1449001,3,12/19/2018,12/24/2018,1586604,0,180,4,USD
1449002,1,12/19/2018,12/24/2018,892624,0,1663,1,EUR
1449002,2,12/19/2018,12/24/2018,892624,0,1233,5,EUR
1449004,1,12/19/2018,12/30/2018,1231275,0,451,3,USD
1449006,1,12/19/2018,12/27/2018,2085857,0,437,1,USD
1449006,2,12/19/2018,12/27/2018,2085857,0,449,4,USD
1449006,3,12/19/2018,12/27/2018,2085857,0,516,8,USD
1449012,1,12/19/2018,12/25/2018,1227087,0,19,1,USD
1449013,1,12/19/2018,12/20/2018,2022162,0,1044,6,USD
1449013,2,12/19/2018,12/20/2018,2022162,0,1679,1,USD
1449019,1,12/19/2018,12/21/2018,1856429,0,1585,3,USD
1449025,1,12/19/2018,12/23/2018,391900,0,1517,5,CAD
1449025,2,12/19/2018,12/23/2018,391900,0,1813,2,CAD
1449025,3,12/19/2018,12/23/2018,391900,0,1299,1,CAD
1449025,4,12/19/2018,12/23/2018,391900,0,69,4,CAD
1449025,6,12/19/2018,12/23/2018,391900,0,639,6,CAD
1449025,7,12/19/2018,12/23/2018,391900,0,2514,2,CAD
1449027,1,12/19/2018,12/20/2018,1598675,0,1441,2,USD
1449027,2,12/19/2018,12/20/2018,1598675,0,1584,7,USD
1449027,3,12/19/2018,12/20/2018,1598675,0,67,2,USD
1449027,4,12/19/2018,12/20/2018,1598675,0,368,3,USD
1449027,5,12/19/2018,12/20/2018,1598675,0,1476,7,USD
1449027,6,12/19/2018,12/20/2018,1598675,0,1690,2,USD
1449027,7,12/19/2018,12/20/2018,1598675,0,1456,6,USD
1449034,1,12/19/2018,12/23/2018,708460,0,71,8,EUR
1449034,2,12/19/2018,12/23/2018,708460,0,134,1,EUR
1449034,3,12/19/2018,12/23/2018,708460,0,108,1,EUR
1449045,1,12/19/2018,12/24/2018,129494,0,463,3,AUD
1449053,1,12/19/2018,12/26/2018,1618133,0,1104,2,USD
1449055,1,12/19/2018,12/24/2018,982498,0,1572,10,GBP
1450002,1,12/20/2018,12/25/2018,769851,0,1463,9,EUR
1450002,2,12/20/2018,12/25/2018,769851,0,87,2,EUR
1450002,4,12/20/2018,12/25/2018,769851,0,1658,1,EUR
1450005,1,12/20/2018,12/24/2018,524848,0,1537,1,EUR
1450017,1,12/20/2018,12/26/2018,1914029,0,837,2,USD
1450020,1,12/20/2018,12/23/2018,921825,0,417,7,GBP
1450020,2,12/20/2018,12/23/2018,921825,0,1667,2,GBP
1450020,3,12/20/2018,12/23/2018,921825,0,1089,5,GBP
1450027,1,12/20/2018,12/25/2018,1759717,0,1753,1,USD
1450027,2,12/20/2018,12/25/2018,1759717,0,1589,1,USD
1450027,3,12/20/2018,12/25/2018,1759717,0,48,1,USD
1450031,1,12/20/2018,12/23/2018,478298,0,1706,3,EUR
1450031,2,12/20/2018,12/23/2018,478298,0,1087,9,EUR
1450038,1,12/20/2018,12/29/2018,254407,0,1705,2,CAD
1450038,2,12/20/2018,12/29/2018,254407,0,83,3,CAD
1450046,1,12/20/2018,12/24/2018,1996797,0,1759,1,USD
1450046,2,12/20/2018,12/24/2018,1996797,0,1641,1,USD
1450046,3,12/20/2018,12/24/2018,1996797,0,1005,8,USD
1450047,1,12/20/2018,12/27/2018,2076169,0,2018,3,USD
1450050,1,12/20/2018,12/27/2018,387704,0,2494,1,CAD
1450056,1,12/20/2018,12/24/2018,1414050,0,54,9,USD
1450056,2,12/20/2018,12/24/2018,1414050,0,988,2,USD
1450062,1,12/20/2018,12/24/2018,826253,0,1627,4,EUR
1450065,1,12/20/2018,12/24/2018,1807423,0,212,4,USD
1450065,2,12/20/2018,12/24/2018,1807423,0,2502,3,USD
1450065,3,12/20/2018,12/24/2018,1807423,0,371,1,USD
1450065,4,12/20/2018,12/24/2018,1807423,0,432,8,USD
1450065,5,12/20/2018,12/24/2018,1807423,0,219,1,USD
1451004,1,12/21/2018,12/26/2018,473645,0,1636,1,EUR
1451004,2,12/21/2018,12/26/2018,473645,0,456,1,EUR
1451013,1,12/21/2018,12/24/2018,1765360,0,895,2,USD
1451017,1,12/21/2018,12/26/2018,595856,0,1518,1,EUR
1451017,2,12/21/2018,12/26/2018,595856,0,1657,2,EUR
1451017,3,12/21/2018,12/26/2018,595856,0,772,4,EUR
1451025,1,12/21/2018,12/23/2018,147413,0,105,10,AUD
1451025,2,12/21/2018,12/23/2018,147413,0,416,1,AUD
1451039,1,12/21/2018,12/23/2018,1127638,0,1601,3,GBP
1451039,2,12/21/2018,12/23/2018,1127638,0,974,1,GBP
1451039,3,12/21/2018,12/23/2018,1127638,0,1240,3,GBP
1451039,4,12/21/2018,12/23/2018,1127638,0,2104,2,GBP
1451039,5,12/21/2018,12/23/2018,1127638,0,2511,4,GBP
1451039,6,12/21/2018,12/23/2018,1127638,0,166,2,GBP
1451041,1,12/21/2018,12/26/2018,33205,0,1819,10,AUD
1451041,2,12/21/2018,12/26/2018,33205,0,315,2,AUD
1451041,3,12/21/2018,12/26/2018,33205,0,454,1,AUD
1451041,4,12/21/2018,12/26/2018,33205,0,1445,6,AUD
1451046,1,12/21/2018,12/22/2018,1889918,0,62,5,USD
1451047,1,12/21/2018,12/28/2018,2018524,0,1762,1,USD
1452002,1,12/22/2018,12/24/2018,118271,0,1886,6,AUD
1452002,2,12/22/2018,12/24/2018,118271,0,402,3,AUD
1452002,3,12/22/2018,12/24/2018,118271,0,460,1,AUD
1452005,1,12/22/2018,12/24/2018,1262429,0,1292,1,USD
1452005,2,12/22/2018,12/24/2018,1262429,0,1622,5,USD
1452005,3,12/22/2018,12/24/2018,1262429,0,1280,1,USD
1452011,1,12/22/2018,12/27/2018,1212385,0,443,2,USD
1452012,1,12/22/2018,12/26/2018,1284776,0,885,1,USD
1452012,2,12/22/2018,12/26/2018,1284776,0,102,6,USD
1452016,1,12/22/2018,12/28/2018,1121619,0,456,5,GBP
1452016,2,12/22/2018,12/28/2018,1121619,0,1632,1,GBP
1452016,3,12/22/2018,12/28/2018,1121619,0,1622,1,GBP
1452023,1,12/22/2018,12/27/2018,1677794,0,1261,2,USD
1452023,2,12/22/2018,12/27/2018,1677794,0,1588,4,USD
1452023,3,12/22/2018,12/27/2018,1677794,0,66,1,USD
1452024,1,12/22/2018,12/25/2018,501476,0,56,2,EUR
1452024,2,12/22/2018,12/25/2018,501476,0,1163,7,EUR
1452024,3,12/22/2018,12/25/2018,501476,0,441,5,EUR
1452024,4,12/22/2018,12/25/2018,501476,0,1690,8,EUR
1452025,1,12/22/2018,12/27/2018,1351308,0,1462,2,USD
1452026,1,12/22/2018,12/31/2018,362234,0,1447,1,CAD
1452027,1,12/22/2018,12/25/2018,1068220,0,1066,3,GBP
1452030,1,12/22/2018,12/23/2018,988194,0,1349,3,GBP
1452032,1,12/22/2018,12/30/2018,751036,0,1,10,EUR
1452032,3,12/22/2018,12/30/2018,751036,0,1987,2,EUR
1452047,1,12/22/2018,12/26/2018,1367760,0,168,3,USD
1452056,1,12/22/2018,12/27/2018,1711599,0,107,3,USD
1452056,2,12/22/2018,12/27/2018,1711599,0,2043,1,USD
1452056,3,12/22/2018,12/27/2018,1711599,0,2115,1,USD
1452060,1,12/22/2018,12/25/2018,993077,0,1524,1,GBP
1452060,2,12/22/2018,12/25/2018,993077,0,917,4,GBP
1452060,3,12/22/2018,12/25/2018,993077,0,1437,2,GBP
1452066,1,12/22/2018,12/25/2018,581789,0,390,5,EUR
1452066,2,12/22/2018,12/25/2018,581789,0,470,8,EUR
1452067,1,12/22/2018,12/26/2018,2067035,0,2095,3,USD
1452067,2,12/22/2018,12/26/2018,2067035,0,1620,2,USD
1452071,1,12/22/2018,12/25/2018,966543,0,1894,10,GBP
1452071,2,12/22/2018,12/25/2018,966543,0,1638,2,GBP
1452079,1,12/22/2018,12/25/2018,1402036,0,1417,5,USD
1452079,2,12/22/2018,12/25/2018,1402036,0,1412,1,USD
1452082,1,12/22/2018,12/27/2018,700619,0,1665,1,EUR
1452089,1,12/22/2018,12/23/2018,1549951,0,1652,5,USD
1452089,2,12/22/2018,12/23/2018,1549951,0,2087,2,USD
1453000,1,12/23/2018,12/31/2018,1559342,0,1752,3,USD
1453006,1,12/23/2018,12/27/2018,1931400,0,1435,6,USD
1453009,1,12/23/2018,12/27/2018,416421,0,1532,1,EUR
1454004,1,12/24/2018,1/2/2019,515527,0,1190,1,EUR
1454004,2,12/24/2018,1/2/2019,515527,0,205,3,EUR
1454016,1,12/24/2018,12/28/2018,1065072,0,605,2,GBP
1454016,2,12/24/2018,12/28/2018,1065072,0,1637,2,GBP
1454016,3,12/24/2018,12/28/2018,1065072,0,97,1,GBP
1454016,4,12/24/2018,12/28/2018,1065072,0,1770,3,GBP
1454020,1,12/24/2018,12/29/2018,567932,0,1632,1,EUR
1454020,2,12/24/2018,12/29/2018,567932,0,137,7,EUR
1454021,1,12/24/2018,12/25/2018,1078416,0,1638,2,GBP
1454029,1,12/24/2018,12/29/2018,1422903,0,1980,2,USD
1454029,2,12/24/2018,12/29/2018,1422903,0,2375,1,USD
1454029,3,12/24/2018,12/29/2018,1422903,0,385,2,USD
1454029,4,12/24/2018,12/29/2018,1422903,0,1436,1,USD
1454037,1,12/24/2018,12/27/2018,1625297,0,1653,4,USD
1454037,2,12/24/2018,12/27/2018,1625297,0,1035,6,USD
1454038,1,12/24/2018,12/25/2018,715102,0,1010,3,EUR
1454041,1,12/24/2018,12/30/2018,1583170,0,95,1,USD
1454041,2,12/24/2018,12/30/2018,1583170,0,1932,2,USD
1455006,1,12/25/2018,12/27/2018,1359024,0,1899,2,USD
1455006,2,12/25/2018,12/27/2018,1359024,0,140,3,USD
1455006,3,12/25/2018,12/27/2018,1359024,0,1681,1,USD
1455011,1,12/25/2018,12/31/2018,454115,0,1305,8,EUR
1455013,1,12/25/2018,12/29/2018,926578,0,1424,5,GBP
1455013,2,12/25/2018,12/29/2018,926578,0,1627,2,GBP
1455015,1,12/25/2018,12/27/2018,1874019,0,1803,7,USD
1455019,1,12/25/2018,1/1/2019,1067528,0,239,6,GBP
1455019,2,12/25/2018,1/1/2019,1067528,0,110,3,GBP
1455025,1,12/25/2018,12/30/2018,1364466,0,1427,3,USD
1455025,2,12/25/2018,12/30/2018,1364466,0,2045,5,USD
1455036,1,12/25/2018,12/26/2018,1268744,0,486,1,USD
1455036,2,12/25/2018,12/26/2018,1268744,0,468,2,USD
1455036,3,12/25/2018,12/26/2018,1268744,0,60,3,USD
1455051,1,12/25/2018,12/31/2018,463114,0,521,7,EUR
1455051,2,12/25/2018,12/31/2018,463114,0,1301,4,EUR
1455051,3,12/25/2018,12/31/2018,463114,0,1691,10,EUR
1456001,1,12/26/2018,12/30/2018,1623592,0,1655,6,USD
1456001,2,12/26/2018,12/30/2018,1623592,0,528,3,USD
1456001,3,12/26/2018,12/30/2018,1623592,0,486,3,USD
1456012,1,12/26/2018,12/29/2018,418689,0,1762,6,EUR
1456012,2,12/26/2018,12/29/2018,418689,0,124,1,EUR
1456012,3,12/26/2018,12/29/2018,418689,0,421,7,EUR
1456017,1,12/26/2018,1/1/2019,129176,0,563,3,AUD
1456021,1,12/26/2018,1/3/2019,1789606,0,1612,1,USD
1456021,2,12/26/2018,1/3/2019,1789606,0,1742,2,USD
1456025,1,12/26/2018,12/31/2018,1582685,0,33,1,USD
1456025,3,12/26/2018,12/31/2018,1582685,0,1579,1,USD
1456027,1,12/26/2018,12/28/2018,918741,0,1409,6,GBP
1456027,2,12/26/2018,12/28/2018,918741,0,2091,2,GBP
1456027,3,12/26/2018,12/28/2018,918741,0,525,7,GBP
1456027,4,12/26/2018,12/28/2018,918741,0,1556,1,GBP
1456028,1,12/26/2018,12/30/2018,675714,0,1687,1,EUR
1456043,1,12/26/2018,12/31/2018,1723530,0,1646,1,USD
1456044,1,12/26/2018,12/31/2018,1328708,0,482,7,USD
1456049,1,12/26/2018,12/29/2018,1715354,0,1473,6,USD
1456051,1,12/26/2018,12/28/2018,75555,0,778,3,AUD
1456051,2,12/26/2018,12/28/2018,75555,0,67,1,AUD
1456054,1,12/26/2018,12/29/2018,1266796,0,61,1,USD
1456055,1,12/26/2018,12/29/2018,1974387,0,2089,2,USD
1456055,2,12/26/2018,12/29/2018,1974387,0,1520,2,USD
1456055,3,12/26/2018,12/29/2018,1974387,0,2101,2,USD
1456058,1,12/26/2018,1/1/2019,1765668,0,417,1,USD
1456058,2,12/26/2018,1/1/2019,1765668,0,73,2,USD
1456058,3,12/26/2018,1/1/2019,1765668,0,180,3,USD
1456058,4,12/26/2018,1/1/2019,1765668,0,613,7,USD
1456058,5,12/26/2018,1/1/2019,1765668,0,432,5,USD
1456058,6,12/26/2018,1/1/2019,1765668,0,1582,3,USD
1456071,1,12/26/2018,12/31/2018,475105,0,1719,10,EUR
1456071,2,12/26/2018,12/31/2018,475105,0,437,7,EUR
1456071,3,12/26/2018,12/31/2018,475105,0,207,6,EUR
1456071,4,12/26/2018,12/31/2018,475105,0,1591,1,EUR
1456073,1,12/26/2018,12/28/2018,1664155,0,1595,1,USD
1456073,2,12/26/2018,12/28/2018,1664155,0,1545,7,USD
1456073,3,12/26/2018,12/28/2018,1664155,0,2493,8,USD
1457000,1,12/27/2018,1/1/2019,1279342,0,498,1,USD
1457000,2,12/27/2018,1/1/2019,1279342,0,867,2,USD
1457000,3,12/27/2018,1/1/2019,1279342,0,420,3,USD
1457027,1,12/27/2018,1/4/2019,1433344,0,2091,2,USD
1457027,2,12/27/2018,1/4/2019,1433344,0,896,1,USD
1457044,1,12/27/2018,12/30/2018,1929478,0,1521,3,USD
1457052,1,12/27/2018,1/1/2019,1410945,0,111,6,USD
1457052,2,12/27/2018,1/1/2019,1410945,0,2091,2,USD
1457052,3,12/27/2018,1/1/2019,1410945,0,435,2,USD
1457052,4,12/27/2018,1/1/2019,1410945,0,2111,2,USD
1457065,1,12/27/2018,1/3/2019,48466,0,1577,2,AUD
1457065,2,12/27/2018,1/3/2019,48466,0,109,1,AUD
1457065,3,12/27/2018,1/3/2019,48466,0,64,5,AUD
1457065,4,12/27/2018,1/3/2019,48466,0,1627,1,AUD
1457066,1,12/27/2018,12/29/2018,1656861,0,1210,3,USD
1457066,2,12/27/2018,12/29/2018,1656861,0,104,2,USD
1457066,3,12/27/2018,12/29/2018,1656861,0,1428,2,USD
1457067,1,12/27/2018,1/2/2019,1456036,0,1408,2,USD
1457072,1,12/27/2018,12/30/2018,1538224,0,436,9,USD
1457072,2,12/27/2018,12/30/2018,1538224,0,1490,1,USD
1457072,3,12/27/2018,12/30/2018,1538224,0,457,2,USD
1457072,4,12/27/2018,12/30/2018,1538224,0,1680,1,USD
1457072,5,12/27/2018,12/30/2018,1538224,0,484,1,USD
1457072,6,12/27/2018,12/30/2018,1538224,0,96,2,USD
1457079,1,12/27/2018,1/2/2019,282556,0,1654,1,CAD
1457080,1,12/27/2018,12/29/2018,890094,0,45,1,EUR
1458013,1,12/28/2018,1/2/2019,1718194,0,1080,1,USD
1458019,1,12/28/2018,12/31/2018,2077860,0,534,4,USD
1458019,2,12/28/2018,12/31/2018,2077860,0,976,8,USD
1458022,1,12/28/2018,1/3/2019,458601,0,481,4,EUR
1458022,2,12/28/2018,1/3/2019,458601,0,1621,2,EUR
1458022,3,12/28/2018,1/3/2019,458601,0,2345,2,EUR
1458023,1,12/28/2018,1/2/2019,1654128,0,1706,7,USD
1458023,2,12/28/2018,1/2/2019,1654128,0,1757,3,USD
1458023,3,12/28/2018,1/2/2019,1654128,0,114,10,USD
1458023,4,12/28/2018,1/2/2019,1654128,0,508,1,USD
1458026,1,12/28/2018,1/1/2019,1411860,0,2185,9,USD
1458026,2,12/28/2018,1/1/2019,1411860,0,2338,1,USD
1458026,3,12/28/2018,1/1/2019,1411860,0,59,3,USD
1458026,4,12/28/2018,1/1/2019,1411860,0,1587,1,USD
1458027,1,12/28/2018,1/1/2019,664411,0,1783,1,EUR
1458027,2,12/28/2018,1/1/2019,664411,0,520,8,EUR
1458027,3,12/28/2018,1/1/2019,664411,0,1687,1,EUR
1458031,1,12/28/2018,12/31/2018,1165391,0,554,3,GBP
1458031,2,12/28/2018,12/31/2018,1165391,0,1616,1,GBP
1458031,3,12/28/2018,12/31/2018,1165391,0,1321,2,GBP
1458034,1,12/28/2018,12/30/2018,1593888,0,104,3,USD
1458034,2,12/28/2018,12/30/2018,1593888,0,1104,3,USD
1458034,3,12/28/2018,12/30/2018,1593888,0,482,7,USD
1458035,1,12/28/2018,12/30/2018,1354140,0,1414,1,USD
1458035,2,12/28/2018,12/30/2018,1354140,0,421,8,USD
1458035,3,12/28/2018,12/30/2018,1354140,0,2500,1,USD
1458039,1,12/28/2018,12/30/2018,1156456,0,1806,1,GBP
1458044,1,12/28/2018,1/1/2019,1352605,0,1151,1,USD
1458044,2,12/28/2018,1/1/2019,1352605,0,1813,1,USD
1458044,3,12/28/2018,1/1/2019,1352605,0,1677,2,USD
1458045,1,12/28/2018,12/31/2018,551331,0,1654,1,EUR
1458045,2,12/28/2018,12/31/2018,551331,0,593,2,EUR
1458045,3,12/28/2018,12/31/2018,551331,0,160,2,EUR
1458048,1,12/28/2018,12/31/2018,300409,0,915,2,CAD
1458048,2,12/28/2018,12/31/2018,300409,0,1615,2,CAD
1458048,3,12/28/2018,12/31/2018,300409,0,1648,3,CAD
1458049,1,12/28/2018,1/3/2019,1818102,0,1606,1,USD
1458049,2,12/28/2018,1/3/2019,1818102,0,1465,1,USD
1458049,3,12/28/2018,1/3/2019,1818102,0,1457,2,USD
1458049,4,12/28/2018,1/3/2019,1818102,0,146,3,USD
1458051,1,12/28/2018,1/3/2019,1167778,0,1641,2,GBP
1459010,1,12/29/2018,12/31/2018,1214035,0,448,5,USD
1459010,2,12/29/2018,12/31/2018,1214035,0,1510,7,USD
1459017,1,12/29/2018,1/4/2019,155350,0,350,1,AUD
1459017,2,12/29/2018,1/4/2019,155350,0,1630,6,AUD
1459029,1,12/29/2018,1/1/2019,1870226,0,429,1,USD
1459034,1,12/29/2018,1/2/2019,1184236,0,1809,1,GBP
1459034,2,12/29/2018,1/2/2019,1184236,0,1567,6,GBP
1459034,3,12/29/2018,1/2/2019,1184236,0,429,4,GBP
1459034,4,12/29/2018,1/2/2019,1184236,0,49,3,GBP
1459042,1,12/29/2018,1/2/2019,2092033,0,1590,1,USD
1459043,1,12/29/2018,1/2/2019,2051642,0,1687,1,USD
1459043,2,12/29/2018,1/2/2019,2051642,0,1334,1,USD
1459046,1,12/29/2018,12/31/2018,12392,0,436,3,AUD
1459046,2,12/29/2018,12/31/2018,12392,0,1663,1,AUD
1459046,3,12/29/2018,12/31/2018,12392,0,1469,3,AUD
1459046,4,12/29/2018,12/31/2018,12392,0,1209,7,AUD
1459046,5,12/29/2018,12/31/2018,12392,0,1590,2,AUD
1459046,6,12/29/2018,12/31/2018,12392,0,180,1,AUD
1459048,1,12/29/2018,1/1/2019,1253996,0,2102,2,USD
1459052,1,12/29/2018,1/1/2019,2064437,0,1633,1,USD
1459052,2,12/29/2018,1/1/2019,2064437,0,1650,1,USD
1459052,3,12/29/2018,1/1/2019,2064437,0,56,4,USD
1459056,1,12/29/2018,1/4/2019,1465462,0,626,1,USD
1459056,2,12/29/2018,1/4/2019,1465462,0,1532,5,USD
1459065,1,12/29/2018,1/1/2019,1989635,0,1596,7,USD
1459066,1,12/29/2018,1/6/2019,694742,0,81,1,EUR
1459066,2,12/29/2018,1/6/2019,694742,0,1668,5,EUR
1459066,3,12/29/2018,1/6/2019,694742,0,2131,1,EUR
1459066,4,12/29/2018,1/6/2019,694742,0,1608,5,EUR
1459077,1,12/29/2018,1/1/2019,1853071,0,940,5,USD
1459077,2,12/29/2018,1/1/2019,1853071,0,1658,1,USD
1459088,1,12/29/2018,12/30/2018,133358,0,431,6,AUD
1459089,1,12/29/2018,1/2/2019,570046,0,1282,5,EUR
1459093,1,12/29/2018,1/3/2019,220755,0,1605,2,CAD
1460004,1,12/30/2018,1/2/2019,2087852,0,1772,4,USD
1460004,2,12/30/2018,1/2/2019,2087852,0,1508,1,USD
1460004,3,12/30/2018,1/2/2019,2087852,0,2036,1,USD
1460005,1,12/30/2018,1/5/2019,679886,0,708,1,EUR
1460005,2,12/30/2018,1/5/2019,679886,0,1625,2,EUR
1460005,3,12/30/2018,1/5/2019,679886,0,422,5,EUR
1461000,1,12/31/2018,1/2/2019,434150,0,632,3,EUR
1461000,2,12/31/2018,1/2/2019,434150,0,138,1,EUR
1461000,3,12/31/2018,1/2/2019,434150,0,1324,6,EUR
1461000,4,12/31/2018,1/2/2019,434150,0,1284,6,EUR
1461000,5,12/31/2018,1/2/2019,434150,0,2097,4,EUR
1461001,1,12/31/2018,1/3/2019,1647940,0,1101,8,USD
1461013,1,12/31/2018,1/3/2019,204030,0,41,4,CAD
1461021,1,12/31/2018,1/3/2019,1392468,0,1626,2,USD
1461036,1,12/31/2018,1/6/2019,1453451,0,2213,3,USD
1462003,1,1/1/2019,1/6/2019,1324262,0,1579,7,USD
1462003,2,1/1/2019,1/6/2019,1324262,0,2509,4,USD
1462004,1,1/1/2019,1/2/2019,816932,0,1583,1,EUR
1462004,2,1/1/2019,1/2/2019,816932,0,1799,4,EUR
1462004,3,1/1/2019,1/2/2019,816932,0,2369,1,EUR
1462004,4,1/1/2019,1/2/2019,816932,0,55,5,EUR
1462004,5,1/1/2019,1/2/2019,816932,0,1107,2,EUR
1462005,1,1/1/2019,1/7/2019,1796733,0,1959,1,USD
1462005,2,1/1/2019,1/7/2019,1796733,0,418,4,USD
1462011,1,1/1/2019,1/5/2019,1535347,0,1713,1,USD
1462011,2,1/1/2019,1/5/2019,1535347,0,1517,5,USD
1462013,1,1/1/2019,1/5/2019,267691,0,107,5,CAD
1462019,1,1/1/2019,1/7/2019,4174,0,434,7,AUD
1462019,2,1/1/2019,1/7/2019,4174,0,1772,2,AUD
1462019,3,1/1/2019,1/7/2019,4174,0,82,1,AUD
1462027,1,1/1/2019,1/5/2019,1414205,0,11,2,USD
1462029,1,1/1/2019,1/4/2019,526851,0,1683,6,EUR
1462029,2,1/1/2019,1/4/2019,526851,0,1750,7,EUR
1462029,3,1/1/2019,1/4/2019,526851,0,1597,1,EUR
1462029,4,1/1/2019,1/4/2019,526851,0,628,3,EUR
1462033,1,1/1/2019,1/5/2019,1633913,0,1399,3,USD
1462049,1,1/1/2019,1/6/2019,791825,0,1468,1,EUR
1462049,2,1/1/2019,1/6/2019,791825,0,1442,1,EUR
1462049,3,1/1/2019,1/6/2019,791825,0,52,2,EUR
1462049,4,1/1/2019,1/6/2019,791825,0,2,1,EUR
1462051,1,1/1/2019,1/7/2019,272295,0,1665,4,CAD
1463007,1,1/2/2019,1/5/2019,702544,0,426,3,EUR
1463010,1,1/2/2019,1/9/2019,930705,0,1610,2,GBP
1463010,2,1/2/2019,1/9/2019,930705,0,1758,3,GBP
1463010,3,1/2/2019,1/9/2019,930705,0,283,2,GBP
1463010,4,1/2/2019,1/9/2019,930705,0,1581,2,GBP
1463010,5,1/2/2019,1/9/2019,930705,0,1758,4,GBP
1463010,6,1/2/2019,1/9/2019,930705,0,2103,3,GBP
1463017,1,1/2/2019,1/6/2019,1756123,0,649,1,USD
1463017,2,1/2/2019,1/6/2019,1756123,0,1444,3,USD
1463022,1,1/2/2019,1/7/2019,1358736,0,153,1,USD
1463022,2,1/2/2019,1/7/2019,1358736,0,1622,2,USD
1463025,1,1/2/2019,1/5/2019,516858,0,426,1,EUR
1463025,2,1/2/2019,1/5/2019,516858,0,1825,2,EUR
1463026,1,1/2/2019,1/3/2019,507938,0,133,1,EUR
1463029,1,1/2/2019,1/5/2019,2025509,0,2090,1,USD
1463029,2,1/2/2019,1/5/2019,2025509,0,1967,2,USD
1463036,1,1/2/2019,1/7/2019,1259204,0,176,1,USD
1463036,2,1/2/2019,1/7/2019,1259204,0,1588,2,USD
1463036,3,1/2/2019,1/7/2019,1259204,0,135,1,USD
1463036,4,1/2/2019,1/7/2019,1259204,0,121,4,USD
1463036,5,1/2/2019,1/7/2019,1259204,0,1609,3,USD
1463036,6,1/2/2019,1/7/2019,1259204,0,1252,8,USD
1463045,1,1/2/2019,1/5/2019,1801831,0,1433,6,USD
1463045,2,1/2/2019,1/5/2019,1801831,0,462,2,USD
1463050,1,1/2/2019,1/4/2019,1119619,0,502,2,GBP
1463056,1,1/2/2019,1/7/2019,1556134,0,1683,1,USD
1463056,2,1/2/2019,1/7/2019,1556134,0,1460,2,USD
1463056,3,1/2/2019,1/7/2019,1556134,0,110,4,USD
1463057,1,1/2/2019,1/5/2019,2074996,0,1729,6,USD
1463057,2,1/2/2019,1/5/2019,2074996,0,1645,1,USD
1463061,1,1/2/2019,1/4/2019,520991,0,1300,2,EUR
1463062,1,1/2/2019,1/4/2019,1069911,0,439,2,GBP
